,classification,vocab,pos,def
5764,第一級,they'd,縮短形,they would
5765,第一級,they'll,縮短形,they will
5766,第一級,they're,縮短形,they are
5767,第一級,they've,縮短形,they have
5768,第一級,thick,形容詞,粗的;厚的
5769,第二級,thief,名詞,小偷
5770,第五級,thigh,名詞,股;大腿
5771,第一級,thin,形容詞,瘦的
5772,第一級,thing,名詞,事物;東西
5773,第一級,think,動詞,想
5774,第一級,third,形容詞,第三
5774,第一級,third,副詞,第三名
5774,第一級,third,名詞,第三;三分之一
5775,第三級,thirst,名詞,"渴,口渴"
5776,第二級,thirsty,形容詞,口渴的
5777,附　錄,thirteen,形容詞,十三的
5777,附　錄,thirteen,名詞,十三
5778,附　錄,thirteenth,形容詞,第十三的；十三分之一的
5778,附　錄,thirteenth,名詞,十三分之一；第十三
5779,附　錄,thirtieth,形容詞,第三十的；三十分之一的
5779,附　錄,thirtieth,名詞,三十分之一；第三十
5780,附　錄,thirty,形容詞,三十的
5780,附　錄,thirty,名詞,三十
5781,附　錄,thirty-four,名詞,三十四
5782,附　錄,thirty-one,名詞,三十一
5783,附　錄,thirty-three,名詞,三十三
5784,附　錄,thirty-two,名詞,三十二
5785,第一級,this,形容詞,這
5785,第一級,this,副詞,"這麼,這樣地"
5785,第一級,this,代名詞,這個;這人;這事
5786,第四級,thorough,形容詞,徹底的;完全的
5787,第一級,those,形容詞,那些的;那
5787,第一級,those,代名詞,那些
5788,第一級,though,副詞,"(一般放在句尾)然而,還是"
5788,第一級,though,連接詞,雖然
5789,第二級,thought,名詞,思想
5790,第四級,thoughtful,形容詞,考慮周到的
5791,第一級,thousand,形容詞,千的
5791,第一級,thousand,名詞,千
5792,附　錄,thousandth,形容詞,第一千的；千分之一的
5792,附　錄,thousandth,名詞,千分之一；第一千
5793,第三級,thread,動詞,"穿(針,線等)"
5793,第三級,thread,名詞,線
5794,第三級,threat,名詞,"威脅,恐嚇"
5795,第三級,threaten,動詞,"威脅,恐嚇"
5796,附　錄,three,形容詞,三的
5796,附　錄,three,名詞,三
5797,第五級,threshold,名詞,門檻;開端;起點
5798,第五級,thrill,動詞,使興奮;使激動;使毛骨悚然;顫抖
5798,第五級,thrill,名詞,興奮;顫抖;引起激動的事物
5799,第五級,thriller,名詞,恐怖小說(或電影等)
5800,第五級,thrive,動詞,興旺;繁榮;茂盛生長
5801,第一級,throat,名詞,喉嚨
5802,第五級,throne,名詞,王座;神座;君權;帝王
5803,第一級,through,副詞,"穿過,通過;從頭至尾;(電話)接通"
5803,第一級,through,介系詞,經過
5804,第二級,throughout,副詞,處處;始終;在所有方面
5804,第二級,throughout,介系詞,遍及
5805,第一級,throw,動詞,投;拋
5805,第一級,throw,名詞,投擲;披巾;(沙發等的)罩單
5806,第五級,thrust,動詞,用力推;刺;插
5806,第五級,thrust,名詞,猛推;刺;驅動力
5807,附　錄,Thu.,縮寫,星期四 (Thursday)
5808,第三級,thumb,動詞,用拇指翻動;迅速翻閱;豎起拇指要求搭車
5808,第三級,thumb,名詞,拇指
5809,第二級,thunder,動詞,打雷;大聲斥責;威嚇
5809,第二級,thunder,名詞,雷
5810,附　錄,Thursday,名詞,星期四
5811,第二級,thus,副詞,"如此,這樣"
5812,第五級,tick,動詞,發滴答聲;責備
5812,第五級,tick,名詞,(鐘;錶等的)滴答聲;蝨
5813,第一級,ticket,名詞,票;罰單
5814,第四級,tickle,動詞,使發癢;逗...笑
5814,第四級,tickle,名詞,呵癢;癢感;使人癢的東西
5815,第三級,tide,名詞,潮汐;潮水
5816,第一級,tidy,形容詞,整潔的
5816,第一級,tidy,動詞,使整潔
5817,第一級,tie,動詞,綁;繫
5817,第一級,tie,名詞,結;領帶;平手
5818,第一級,tiger,名詞,老虎
5819,第三級,tight,形容詞,緊的
5819,第三級,tight,副詞,牢牢地
5820,第三級,tighten,動詞,"變緊,繃緊"
5821,第五級,tile,動詞,鋪砌瓦(或瓷磚等)
5821,第五級,tile,名詞,瓦;瓷磚;地磚;(麻將等的)牌
5822,第二級,till,介系詞,直到
5822,第二級,till,連接詞,直到...為止
5823,第六級,tilt,動詞,使傾斜;使翹起;偏向
5823,第六級,tilt,名詞,傾斜;傾向
5824,第三級,timber,名詞,木材;樹林
5825,第一級,time,動詞,記錄...的時間;使合拍子
5825,第一級,time,名詞,時間;次數
5826,第四級,timetable,名詞,時間表
5827,第四級,timid,形容詞,膽小的;羞怯的
5828,第五級,tin,動詞,把...裝罐
5828,第五級,tin,名詞,錫;罐頭
5829,第二級,tiny,形容詞,微小的
5830,第一級,tip,動詞,給小費;使傾斜
5830,第一級,tip,名詞,尖端;小費
5831,第六級,tiptoe,動詞,踮著腳
5831,第六級,tiptoe,名詞,腳趾尖
5832,第二級,tire,動詞,疲勞
5832,第二級,tire,名詞,輪胎
5833,第一級,tired,形容詞,疲倦的
5834,第六級,tiresome,形容詞,令人厭倦的
5835,第二級,tissue,名詞,紙巾;面紙;(動植物的)組織[
5836,第二級,title,動詞,加標題於;授頭銜於
5836,第二級,title,名詞,標題;頭銜
5837,第一級,to,介系詞,到;向
5838,第二級,toast,動詞,烤;乾杯
5838,第二級,toast,名詞,烤麵包片
5839,第三級,tobacco,名詞,菸草;煙葉
5840,第一級,today,副詞,今天
5840,第一級,today,名詞,今天
5841,第一級,toe,名詞,腳趾
5842,第二級,tofu,名詞,豆腐
5843,第一級,together,副詞,一同
5844,第一級,toilet,名詞,馬桶
5845,第六級,token,名詞,標誌;象徵;代價券;籌碼
5846,第四級,tolerable,形容詞,可忍受的;可容忍的
5847,第四級,tolerance,名詞,"寬容,寬大"
5848,第四級,tolerant,形容詞,"忍受的,容忍的"
5849,第四級,tolerate,動詞,忍受;寬恕;容許
5850,第五級,toll,動詞,徵收捐稅(或通行費等);敲鐘
5850,第五級,toll,名詞,通行費;長途電話費;傷亡人數;鐘聲
5851,第一級,tomato,名詞,番茄
5852,第四級,tomb,名詞,墓;墓碑
5853,第一級,tomorrow,副詞,明天
5853,第一級,tomorrow,名詞,明天
5854,第三級,ton,名詞,噸
5855,第二級,tone,名詞,"音色,音調;色調"
5856,第二級,tongue,名詞,舌頭
5857,第一級,tonight,副詞,今夜;今晚
5857,第一級,tonight,名詞,今夜;今晚
5858,第一級,too,副詞,也是;過於
5859,第一級,tool,名詞,工具
5860,第一級,tooth,名詞,牙齒
5861,第二級,toothache,名詞,牙痛
5862,第二級,toothbrush,名詞,牙刷
5863,第一級,top,形容詞,最高的
5863,第一級,top,動詞,向高處升;達到頂點;高出;超越
5863,第一級,top,名詞,頂部
5863,第一級,top,名詞,陀螺
5864,第一級,topic,名詞,論題;話題
5865,第五級,torch,動詞,如火炬般地燃燒
5865,第五級,torch,名詞,"火炬,火把"
5866,第五級,torment,動詞,使痛苦;折磨;煩擾
5866,第五級,torment,名詞,痛苦;苦惱;折磨
5867,第六級,tornado,名詞,龍捲風
5868,第六級,torrent,名詞,洪流;(話語的)連發;(感情的)狂潮
5869,第四級,tortoise,名詞,"陸龜;龜,烏龜"
5870,第四級,torture,動詞,拷打;拷問;折磨
5870,第四級,torture,名詞,拷打;酷刑;折磨
5871,第三級,toss,動詞,"拋,扔,投"
5871,第三級,toss,名詞,擲幣賭勝負
5872,第一級,total,形容詞,總的
5872,第一級,total,動詞,"總計,合計"
5872,第一級,total,名詞,總額
5873,第一級,touch,動詞,觸摸
5873,第一級,touch,名詞,"觸,碰;接觸;潤色;特長,才能;少許"
5874,第三級,tough,形容詞,"堅韌的,牢固的;頑固的;棘手的"
5875,第二級,tour,動詞,帶...作巡迴演出
5875,第二級,tour,名詞,旅行
5876,第三級,tourism,名詞,"旅遊,觀光"
5877,第三級,tourist,名詞,"旅遊者,觀光者"
5878,第五級,tournament,名詞,比賽;錦標賽
5879,第三級,tow,動詞,"拖,拉;牽引"
5879,第三級,tow,名詞,"拖,拉;牽引;拖輪;拖曳車"
5880,第二級,toward,介系詞,向;對
5881,第二級,towards,介系詞,"向,朝;面對;將近;大約 (US toward)"
5882,第一級,towel,動詞,用毛巾擦
5882,第一級,towel,名詞,毛巾
5883,第三級,tower,名詞,塔
5884,第一級,town,名詞,城市
5885,第五級,toxic,形容詞,毒(性)的;有毒的
5886,第一級,toy,名詞,玩具
5887,第三級,trace,動詞,追蹤;描繪
5887,第三級,trace,名詞,蹤跡
5888,第二級,track,動詞,跟蹤;沿著(道路)走
5888,第二級,track,名詞,行蹤;軌道
5889,第二級,trade,動詞,交換
5889,第二級,trade,動詞,"做買賣,進行交易"
5889,第二級,trade,名詞,貿易
5890,第六級,trademark,名詞,商標
5891,第三級,trader,名詞,商人;交易人
5892,第二級,tradition,名詞,傳統
5893,第二級,traditional,形容詞,傳統的
5894,第一級,traffic,動詞,"在...上通行;交易,來來往往"
5894,第一級,traffic,名詞,交通
5895,第四級,tragedy,名詞,悲劇
5896,第四級,tragic,形容詞,"悲慘的,不幸的"
5897,第三級,trail,動詞,"拖,曳"
5897,第三級,trail,名詞,"拖曳物,尾部"
5898,第一級,train,動詞,"訓練,培養;瞄準"
5898,第一級,train,動詞,"接受訓練,鍛鍊"
5898,第一級,train,名詞,火車
5899,第五級,trait,名詞,特徵;特點;特性;少許
5900,第五級,traitor,名詞,叛徒;賣國賊;背叛者
5901,第五級,transaction,名詞,辦理;處置;執行;交易
5902,第六級,transcript,名詞,抄本;謄本;成績報告單
5903,第四級,transfer,動詞,轉換;調動
5903,第四級,transfer,名詞,移交;轉讓
5904,第四級,transform,動詞,使改變;使轉化
5905,第五級,transformation,名詞,變化;轉變;變形;變質
5906,第五級,transit,動詞,通過;運送過
5906,第五級,transit,名詞,運輸;通過;公共交通系統;轉變
5907,第五級,transition,名詞,過渡;過渡時期;轉變
5908,第四級,translate,動詞,翻譯
5909,第四級,translation,名詞,譯文;譯本
5910,第四級,translator,名詞,譯者
5911,第五級,transmission,名詞,傳送;傳染;傳播;變速器;播送
5912,第六級,transmit,動詞,傳送;傳達;發射;播送;傳染
5913,第五級,transparent,形容詞,透明的;一目了然的;易懂的
5914,第六級,transplant,動詞,移植;移種
5914,第六級,transplant,名詞,移植
5915,第三級,transport,動詞,"運送,運輸"
5915,第三級,transport,名詞,交通工具
5916,第四級,transportation,名詞,運輸;輸送;交通車輛
5917,第二級,trap,動詞,設陷阱
5917,第二級,trap,名詞,陷阱;圈套
5918,第二級,trash,動詞,修剪(樹等)的枯枝殘葉;丟棄
5918,第二級,trash,名詞,垃圾
5919,第五級,trauma,名詞,外傷;傷口;(感情方面的)創傷
5920,第二級,travel,動詞,旅行
5920,第二級,travel,名詞,旅行
5921,第三級,traveler,名詞,旅客;遊客
5922,第三級,tray,名詞,"盤子,托盤"
5923,第二級,treasure,動詞,珍愛
5923,第二級,treasure,名詞,財寶
5924,第六級,treasury,名詞,金庫;庫房;國庫;寶庫
5925,第一級,treat,動詞,對待;治療
5926,第一級,treatment,名詞,對待;待遇;治療法
5927,第五級,treaty,名詞,"條約,協定"
5928,第一級,tree,名詞,樹木
5929,第六級,trek,動詞,艱苦跋涉或移居
5929,第六級,trek,名詞,(長途而辛苦的)旅行或移居
5930,第四級,tremble,動詞,發抖;震顫
5930,第四級,tremble,名詞,"震顫,發抖"
5931,第四級,tremendous,形容詞,"巨大的;極度的,驚人的"
5932,第三級,trend,名詞,"趨勢,傾向;時尚"
5933,第二級,trial,名詞,審判
5934,第二級,triangle,名詞,三角形
5935,第四級,tribal,形容詞,部落的;種族的
5936,第三級,tribe,名詞,部落;種族
5937,第五級,tribute,名詞,進貢;敬意;尊崇
5938,第二級,trick,動詞,欺騙
5938,第二級,trick,名詞,詭計;戲法;惡作劇
5939,第三級,tricky,形容詞,狡猾的;機警的
5940,第六級,trifle,動詞,戲弄;輕視
5940,第六級,trifle,名詞,瑣事;小玩意;乳脂鬆糕
5941,第五級,trigger,動詞,扣扳機開(槍);發射;觸發
5941,第五級,trigger,名詞,(槍砲的)扳機;觸發器
5942,第六級,trillion,名詞,兆
5943,第五級,trim,形容詞,整齊的;苗條的
5943,第五級,trim,動詞,修剪;修整;整理;削減
5943,第五級,trim,名詞,修剪;修整;鑲邊飾
5944,第一級,trip,動詞,"絆,絆倒;失足,犯錯誤;旅行"
5944,第一級,trip,名詞,旅行
5945,第五級,triple,形容詞,三倍的;三重的
5945,第五級,triple,動詞,使成三倍;三倍於
5945,第五級,triple,名詞,三倍數;三倍量;三個一組;三壘打
5946,第四級,triumph,動詞,獲得勝利
5946,第四級,triumph,名詞,勝利
5947,第五級,trivial,形容詞,瑣細的;平凡的
5948,第三級,troop,名詞,"軍隊,部隊"
5949,第五級,trophy,名詞,戰利品;獎品
5950,第六級,tropic,形容詞,熱帶的
5950,第六級,tropic,名詞,回歸線;熱帶
5951,第三級,tropical,形容詞,熱帶的
5952,第一級,trouble,動詞,麻煩;煩惱;費心
5952,第一級,trouble,名詞,麻煩
5953,第四級,troublesome,形容詞,"麻煩的,棘手的"
5954,第六級,trout,名詞,鱒魚;鮭鱒魚
5955,第一級,truck,名詞,卡車
5956,第二級,TRUE,形容詞,真實的;正確的
5956,第二級,TRUE,動詞,"配準,擺正"
5956,第二級,TRUE,副詞,準確地;真實地
5957,第三級,trumpet,名詞,小喇叭
5958,第三級,trunk,名詞,樹幹;大血管
5959,第二級,trust,動詞,信任
5959,第二級,trust,名詞,"信任,信賴;託管,信託"
5960,第六級,trustee,名詞,受託管理人;理事會理事
5961,第二級,truth,名詞,事實;真相
5962,第三級,truthful,形容詞,誠實的
5963,第一級,try,動詞,試做
5963,第一級,try,名詞,嘗試;努力
5964,第一級,T-shirt,名詞,短袖圓領運動衫
5965,第三級,tub,名詞,浴缸
5966,第二級,tube,名詞,管子
5967,第六級,tuck,動詞,把...塞進;使有褶襉
5967,第六級,tuck,名詞,(衣服等的)褶襉;打褶
5968,附　錄,Tue.,縮寫,星期二 (Tuesday)
5969,附　錄,Tuesday,名詞,星期二
5970,第三級,tug,動詞,用力拉
5970,第三級,tug,名詞,"牽引,拖曳"
5971,第五級,tuition,名詞,學費
5972,第四級,tumble,動詞,跌倒;滾下
5972,第四級,tumble,名詞,跌跤;墜落
5973,第五級,tumor,名詞,腫瘤;腫塊
5974,第五級,tuna,名詞,鮪魚
5975,第三級,tune,動詞,為...調音
5975,第三級,tune,名詞,曲調;歌曲
5976,第三級,tunnel,動詞,挖掘隧道
5976,第三級,tunnel,名詞,隧道
5977,附　錄,turkey,名詞,火雞
5978,第六級,turmoil,名詞,騷動;混亂
5979,第一級,turn,動詞,轉
5979,第一級,turn,名詞,輪到
5980,第二級,turtle,名詞,烏龜
5981,第三級,tutor,動詞,當家庭教師
5981,第三級,tutor,名詞,家庭教師
5982,第一級,TV,名詞,電視（機）
5983,附　錄,twelfth,形容詞,第十二的；十二分之一的
5983,附　錄,twelfth,名詞,十二分之一；第十二
5984,附　錄,twelve,形容詞,十二的
5984,附　錄,twelve,名詞,十二
5985,附　錄,twentieth,形容詞,第二十的；二十分之一的
5985,附　錄,twentieth,名詞,二十分之一；第二十
5986,附　錄,twenty,形容詞,二十的
5986,附　錄,twenty,名詞,二十
5987,附　錄,twenty-fifth,形容詞,第二十五的；二十五分之一的
5987,附　錄,twenty-fifth,名詞,二十五分之一；第二十五
5988,附　錄,twenty-first,形容詞,第二十一的；二十一分之一的
5988,附　錄,twenty-first,名詞,二十一分之一；第二十一
5989,附　錄,twenty-five,名詞,二十五
5990,附　錄,twenty-four,名詞,二十四
5991,附　錄,twenty-fourth,形容詞,第二十四的；二十四分之一的
5991,附　錄,twenty-fourth,名詞,二十四分之一；第二十四
5992,附　錄,twenty-one,名詞,二十一
5993,附　錄,twenty-second,形容詞,第二十二的；二十二分之一的
5993,附　錄,twenty-second,名詞,二十二分之一；第二十二
5994,附　錄,twenty-third,形容詞,第二十三的；二十三分之一的
5994,附　錄,twenty-third,名詞,二十三分之一；第二十三
5995,附　錄,twenty-three,名詞,二十三
5996,附　錄,twenty-two,名詞,二十二
5997,第一級,twice,副詞,兩次
5998,第四級,twig,名詞,細枝;嫩枝
5999,第六級,twilight,名詞,微明;薄暮;暮年;朦朧狀態
6000,第三級,twin,名詞,孿生兒
6001,第六級,twinkle,動詞,(星等)閃爍;閃耀
6001,第六級,twinkle,名詞,"閃爍,閃耀"
6002,第三級,twist,動詞,扭轉;扭彎
6002,第三級,twist,名詞,扭傷;曲解
6003,附　錄,two,形容詞,二的
6003,附　錄,two,名詞,二
6004,第一級,type,動詞,打字
6004,第一級,type,名詞,類型
